Date,Hotel_ID,Hotel_Name,City,Country,Available_Rooms,Occupied_Rooms,ADR (USD),RevPAR (USD),Total_Room_Revenue (USD),Guest_Satisfaction_Score,Complaint_Resolution_Time_Hours,Checkin_Time_Minutes,Checkout_Time_Minutes,Housekeeping_Turnover_Time_Min,Staff_to_Guest_Ratio,Energy_Consumption_per_Room_kWh
2025-03-28,MIL001,Milton Times Square,New York,USA,650,529,257.07,209.22,135990.03,8.5,2.3,8.3,4.7,29,0.25,41.8
2025-03-28,MIL002,Milton Marina Bay,Singapore,Singapore,720,590,268.66,220.15,158509.4,7.7,2.1,8.8,5.8,36,0.3,44.2
2025-03-28,MIL003,Milton Downtown Chicago,Chicago,USA,420,320,203.34,154.93,65068.8,9.4,2.0,8.5,6.3,29,0.26,38.2
2025-03-28,MIL004,Milton Hyde Park,London,UK,510,390,230.22,176.05,89785.8,8.2,1.4,6.3,6.4,37,0.28,38.8
2025-03-28,MIL005,Milton Shinjuku,Tokyo,Japan,680,564,169.35,140.46,95513.4,8.5,2.3,8.2,7.3,33,0.28,36.8
2025-03-28,MIL006,Milton Darling Harbour,Sydney,Australia,560,457,305.9,249.64,139796.3,7.7,2.8,10.0,6.3,30,0.26,42.4
2025-03-28,MIL007,Milton La Défense,Paris,France,480,401,212.06,177.16,85036.06,8.3,1.5,9.5,7.2,28,0.29,38.2
2025-03-28,MIL008,Milton Mitte,Berlin,Germany,390,264,335.14,226.86,88476.96,8.6,2.4,7.0,7.2,33,0.29,43.6
2025-03-28,MIL009,Milton Orchard Road,Singapore,Singapore,610,456,299.65,224.0,136640.4,9.1,2.9,9.3,4.5,28,0.28,38.5
2025-03-28,MIL010,Milton Union Square,San Francisco,USA,450,337,254.6,190.67,85800.2,8.6,3.1,8.1,6.3,36,0.25,36.1
2025-03-29,MIL001,Milton Times Square,New York,USA,650,524,255.31,205.82,133782.44,10.3,2.9,6.5,6.7,30,0.25,38.4
2025-03-29,MIL002,Milton Marina Bay,Singapore,Singapore,720,512,241.92,172.03,123863.04,8.1,1.4,9.8,5.4,34,0.24,37.9
2025-03-29,MIL003,Milton Downtown Chicago,Chicago,USA,420,363,325.36,281.2,118105.68,9.0,1.2,6.8,6.7,32,0.24,40.6
2025-03-29,MIL004,Milton Hyde Park,London,UK,510,330,358.73,232.12,118380.9,8.4,1.4,9.7,4.7,32,0.28,39.1
2025-03-29,MIL005,Milton Shinjuku,Tokyo,Japan,680,543,274.19,218.95,148885.17,7.9,1.3,9.6,5.1,30,0.22,36.2
2025-03-29,MIL006,Milton Darling Harbour,Sydney,Australia,560,420,281.03,210.77,118032.6,8.5,3.0,9.5,7.0,29,0.3,38.1
2025-03-29,MIL007,Milton La Défense,Paris,France,480,352,224.54,164.66,79038.08,8.1,2.9,7.7,6.2,35,0.29,43.4
2025-03-29,MIL008,Milton Mitte,Berlin,Germany,390,307,270.96,213.29,83184.72,8.7,2.4,8.4,5.0,29,0.23,41.3
2025-03-29,MIL009,Milton Orchard Road,Singapore,Singapore,610,366,199.79,119.87,73123.14,8.5,2.1,8.8,5.7,32,0.24,37.2
2025-03-29,MIL010,Milton Union Square,San Francisco,USA,450,308,256.42,175.51,78977.36,8.7,1.7,7.5,4.9,34,0.24,41.5
2025-03-30,MIL001,Milton Times Square,New York,USA,650,458,351.9,247.95,161170.2,10.0,1.8,6.1,6.4,34,0.26,43.9
2025-03-30,MIL002,Milton Marina Bay,Singapore,Singapore,720,463,173.15,111.35,80168.45,8.8,2.8,10.3,6.7,37,0.23,37.1
2025-03-30,MIL003,Milton Downtown Chicago,Chicago,USA,420,347,223.46,184.62,77540.62,8.4,1.8,9.3,7.0,29,0.24,39.1
2025-03-30,MIL004,Milton Hyde Park,London,UK,510,275,271.51,146.4,74665.25,7.6,2.9,9.6,5.1,29,0.25,37.3
2025-03-30,MIL005,Milton Shinjuku,Tokyo,Japan,680,516,245.67,186.42,126765.72,9.6,2.9,7.0,7.0,28,0.26,41.7
2025-03-30,MIL006,Milton Darling Harbour,Sydney,Australia,560,338,305.55,184.42,103275.9,8.0,3.2,6.4,6.0,28,0.24,37.2
2025-03-30,MIL007,Milton La Défense,Paris,France,480,308,290.34,186.3,89424.72,8.2,1.8,7.0,6.6,37,0.26,41.4
2025-03-30,MIL008,Milton Mitte,Berlin,Germany,390,278,255.48,182.11,71023.44,9.5,1.9,10.3,7.2,30,0.28,41.8
2025-03-30,MIL009,Milton Orchard Road,Singapore,Singapore,610,538,281.01,247.84,151183.38,8.8,3.1,7.2,6.5,35,0.29,45.0
2025-03-30,MIL010,Milton Union Square,San Francisco,USA,450,427,225.69,214.15,96369.63,10.4,2.6,9.0,6.6,30,0.26,39.3
2025-03-31,MIL001,Milton Times Square,New York,USA,650,513,239.79,189.25,123012.27,9.6,2.8,7.0,4.7,35,0.24,40.9
2025-03-31,MIL002,Milton Marina Bay,Singapore,Singapore,720,569,320.21,253.05,182199.49,8.8,2.7,9.8,6.8,37,0.29,37.9
2025-03-31,MIL003,Milton Downtown Chicago,Chicago,USA,420,323,273.09,210.02,88208.07,9.1,1.7,9.9,7.4,36,0.29,38.4
2025-03-31,MIL004,Milton Hyde Park,London,UK,510,405,325.26,258.29,131730.3,8.4,1.5,10.0,5.1,33,0.23,37.7
2025-03-31,MIL005,Milton Shinjuku,Tokyo,Japan,680,646,311.57,295.99,201274.22,8.3,2.5,9.8,5.1,34,0.25,44.5
2025-03-31,MIL006,Milton Darling Harbour,Sydney,Australia,560,417,273.45,203.62,114028.65,8.5,3.3,9.7,6.7,28,0.24,44.4
2025-03-31,MIL007,Milton La Défense,Paris,France,480,346,362.07,260.99,125276.22,8.1,3.3,9.0,5.9,32,0.29,38.8
2025-03-31,MIL008,Milton Mitte,Berlin,Germany,390,323,248.12,205.49,80142.76,8.5,1.4,8.3,6.5,37,0.28,41.2
2025-03-31,MIL009,Milton Orchard Road,Singapore,Singapore,610,461,264.96,200.24,122146.56,8.1,3.5,8.1,6.8,36,0.27,36.2
2025-03-31,MIL010,Milton Union Square,San Francisco,USA,450,294,271.45,177.35,79806.3,9.7,1.8,6.4,5.0,33,0.26,44.5
2025-01-01,MIL001,Milton Times Square,New York,USA,650,512,284.43,224.04,145628.16,8.9,2.9,8.0,5.7,30,0.29,43.5
2025-01-01,MIL002,Milton Marina Bay,Singapore,Singapore,720,591,235.14,193.01,138967.74,8.3,2.5,7.9,5.1,35,0.22,39.1
2025-01-01,MIL003,Milton Downtown Chicago,Chicago,USA,420,356,252.78,214.26,89989.68,8.5,3.3,9.8,4.6,33,0.28,38.5
2025-01-01,MIL004,Milton Hyde Park,London,UK,510,348,223.0,152.16,77604.0,9.5,1.8,7.8,7.4,37,0.29,44.3
2025-01-01,MIL005,Milton Shinjuku,Tokyo,Japan,680,566,239.9,199.68,135783.4,7.8,2.1,8.0,6.7,34,0.29,39.6
2025-01-01,MIL006,Milton Darling Harbour,Sydney,Australia,560,451,296.09,238.46,133536.59,9.1,1.3,7.7,7.2,35,0.25,37.6
2025-01-01,MIL007,Milton La Défense,Paris,France,480,365,247.3,188.05,90264.5,8.3,1.6,6.7,7.0,30,0.26,37.8
2025-01-01,MIL008,Milton Mitte,Berlin,Germany,390,252,179.28,115.84,45178.56,8.7,1.4,10.4,5.9,31,0.24,40.5
2025-01-01,MIL009,Milton Orchard Road,Singapore,Singapore,610,389,304.19,193.98,118329.91,7.7,2.4,9.5,4.7,33,0.25,36.7
2025-01-01,MIL010,Milton Union Square,San Francisco,USA,450,345,170.16,130.46,58705.2,9.3,1.8,8.4,6.6,35,0.27,40.7
2025-01-02,MIL001,Milton Times Square,New York,USA,650,513,328.86,259.55,168705.18,8.7,1.9,8.0,6.0,30,0.23,39.9
2025-01-02,MIL002,Milton Marina Bay,Singapore,Singapore,720,594,247.53,204.21,147032.82,9.0,2.0,9.4,4.7,36,0.28,40.9
2025-01-02,MIL003,Milton Downtown Chicago,Chicago,USA,420,359,225.37,192.64,80907.83,8.8,2.4,10.3,7.0,34,0.22,38.6
2025-01-02,MIL004,Milton Hyde Park,London,UK,510,407,212.67,169.72,86556.69,7.9,2.1,10.2,6.7,34,0.25,39.0
2025-01-02,MIL005,Milton Shinjuku,Tokyo,Japan,680,521,213.93,163.91,111457.53,8.4,1.6,7.5,4.6,28,0.29,41.8
2025-01-02,MIL006,Milton Darling Harbour,Sydney,Australia,560,365,278.39,181.45,101612.35,10.3,2.9,9.3,7.3,30,0.28,44.9
2025-01-02,MIL007,Milton La Défense,Paris,France,480,370,246.19,189.77,91090.3,9.5,1.2,8.7,7.2,29,0.23,45.0
2025-01-02,MIL008,Milton Mitte,Berlin,Germany,390,294,284.3,214.32,83584.2,9.2,2.1,9.8,7.3,35,0.25,41.3
2025-01-02,MIL009,Milton Orchard Road,Singapore,Singapore,610,476,231.06,180.3,109984.56,8.4,2.1,8.4,5.4,32,0.25,36.7
2025-01-02,MIL010,Milton Union Square,San Francisco,USA,450,312,241.75,167.61,75426.0,9.1,2.6,8.6,5.1,28,0.29,40.5
2025-01-03,MIL001,Milton Times Square,New York,USA,650,602,238.57,220.95,143619.14,9.4,2.9,8.5,4.7,35,0.28,40.2
2025-01-03,MIL002,Milton Marina Bay,Singapore,Singapore,720,404,188.37,105.7,76101.48,8.5,2.7,10.0,6.5,35,0.29,38.0
2025-01-03,MIL003,Milton Downtown Chicago,Chicago,USA,420,272,169.23,109.6,46030.56,8.3,2.6,6.4,6.9,37,0.24,40.6
2025-01-03,MIL004,Milton Hyde Park,London,UK,510,401,235.71,185.33,94519.71,9.3,1.6,9.3,6.6,33,0.3,44.6
2025-01-03,MIL005,Milton Shinjuku,Tokyo,Japan,680,501,293.36,216.14,146973.36,9.1,2.7,7.8,5.7,36,0.23,44.5
2025-01-03,MIL006,Milton Darling Harbour,Sydney,Australia,560,410,314.61,230.34,128990.1,9.0,2.1,8.6,6.7,32,0.26,41.2
2025-01-03,MIL007,Milton La Défense,Paris,France,480,354,290.74,214.42,102921.96,8.9,2.3,7.6,5.7,33,0.25,39.8
2025-01-03,MIL008,Milton Mitte,Berlin,Germany,390,324,289.28,240.32,93726.72,8.1,2.6,10.5,4.9,29,0.26,37.4
2025-01-03,MIL009,Milton Orchard Road,Singapore,Singapore,610,400,280.32,183.82,112128.0,10.1,2.3,7.4,6.8,36,0.24,43.3
2025-01-03,MIL010,Milton Union Square,San Francisco,USA,450,334,247.4,183.63,82631.6,7.2,1.7,8.8,4.8,33,0.3,42.8
2025-01-04,MIL001,Milton Times Square,New York,USA,650,501,303.13,233.64,151868.13,8.4,1.3,8.3,6.4,32,0.27,38.9
2025-01-04,MIL002,Milton Marina Bay,Singapore,Singapore,720,508,253.9,179.14,128981.2,8.2,2.5,10.4,5.5,34,0.29,39.0
2025-01-04,MIL003,Milton Downtown Chicago,Chicago,USA,420,318,284.6,215.48,90502.8,9.4,1.8,6.5,4.6,28,0.26,43.6
2025-01-04,MIL004,Milton Hyde Park,London,UK,510,426,250.83,209.52,106853.58,8.9,2.2,6.8,4.8,29,0.24,37.2
2025-01-04,MIL005,Milton Shinjuku,Tokyo,Japan,680,522,325.71,250.03,170020.62,7.4,1.7,6.4,4.7,29,0.29,37.9
2025-01-04,MIL006,Milton Darling Harbour,Sydney,Australia,560,475,302.76,256.81,143811.0,7.6,2.4,9.0,5.1,33,0.28,39.5
2025-01-04,MIL007,Milton La Défense,Paris,France,480,377,278.71,218.9,105073.67,8.4,3.2,8.0,7.3,31,0.29,41.8
2025-01-04,MIL008,Milton Mitte,Berlin,Germany,390,370,293.24,278.2,108498.8,8.4,1.9,9.2,7.5,29,0.25,37.5
2025-01-04,MIL009,Milton Orchard Road,Singapore,Singapore,610,499,214.0,175.06,106786.0,8.7,3.4,7.5,7.1,31,0.24,39.0
2025-01-04,MIL010,Milton Union Square,San Francisco,USA,450,288,277.04,177.31,79787.52,8.2,2.4,8.8,5.4,34,0.23,41.9
2025-01-05,MIL001,Milton Times Square,New York,USA,650,495,226.15,172.22,111944.25,9.3,3.1,8.4,7.2,33,0.26,42.5
2025-01-05,MIL002,Milton Marina Bay,Singapore,Singapore,720,584,271.68,220.36,158661.12,9.3,3.4,7.0,7.3,30,0.26,43.2
2025-01-05,MIL003,Milton Downtown Chicago,Chicago,USA,420,300,299.0,213.57,89700.0,9.0,3.2,6.6,4.8,37,0.27,44.3
2025-01-05,MIL004,Milton Hyde Park,London,UK,510,441,271.91,235.12,119912.31,9.1,2.6,7.6,4.9,34,0.29,40.9
2025-01-05,MIL005,Milton Shinjuku,Tokyo,Japan,680,550,227.06,183.65,124883.0,7.9,2.4,7.2,6.9,31,0.27,39.5
2025-01-05,MIL006,Milton Darling Harbour,Sydney,Australia,560,532,254.37,241.65,135324.84,8.6,3.4,6.9,4.8,30,0.29,38.8
2025-01-05,MIL007,Milton La Défense,Paris,France,480,291,226.3,137.19,65853.3,9.6,1.7,7.7,6.5,30,0.24,44.3
2025-01-05,MIL008,Milton Mitte,Berlin,Germany,390,300,222.98,171.52,66894.0,9.2,2.2,6.5,4.7,32,0.25,40.6
2025-01-05,MIL009,Milton Orchard Road,Singapore,Singapore,610,470,280.03,215.76,131614.1,8.2,3.2,9.6,6.1,29,0.25,38.7
2025-01-05,MIL010,Milton Union Square,San Francisco,USA,450,360,259.83,207.86,93538.8,8.8,2.2,6.8,5.2,35,0.26,39.2
2025-01-06,MIL001,Milton Times Square,New York,USA,650,445,231.24,158.31,102901.8,8.8,2.1,9.9,5.3,33,0.24,42.9
2025-01-06,MIL002,Milton Marina Bay,Singapore,Singapore,720,567,405.4,319.25,229861.8,8.6,3.2,9.3,7.4,32,0.26,41.5
2025-01-06,MIL003,Milton Downtown Chicago,Chicago,USA,420,233,201.37,111.71,46919.21,9.3,2.4,8.7,5.1,30,0.25,40.2
2025-01-06,MIL004,Milton Hyde Park,London,UK,510,373,272.5,199.3,101642.5,9.1,1.9,7.7,6.7,30,0.27,44.2
2025-01-06,MIL005,Milton Shinjuku,Tokyo,Japan,680,642,183.99,173.71,118121.58,8.6,2.9,9.4,7.3,36,0.28,41.7
2025-01-06,MIL006,Milton Darling Harbour,Sydney,Australia,560,468,294.25,245.91,137709.0,8.0,1.8,8.0,6.6,34,0.25,37.6
2025-01-06,MIL007,Milton La Défense,Paris,France,480,290,254.55,153.79,73819.5,8.2,2.8,8.2,5.6,37,0.28,40.5
2025-01-06,MIL008,Milton Mitte,Berlin,Germany,390,258,316.64,209.47,81693.12,8.5,1.6,9.0,4.6,28,0.29,40.6
2025-01-06,MIL009,Milton Orchard Road,Singapore,Singapore,610,538,231.19,203.9,124380.22,9.3,2.8,8.1,5.0,31,0.28,38.1
2025-01-06,MIL010,Milton Union Square,San Francisco,USA,450,357,215.6,171.04,76969.2,9.2,2.3,6.4,5.9,34,0.27,39.7
2025-01-07,MIL001,Milton Times Square,New York,USA,650,415,223.44,142.66,92727.6,9.1,2.3,7.7,6.4,33,0.27,38.8
2025-01-07,MIL002,Milton Marina Bay,Singapore,Singapore,720,611,230.21,195.36,140658.31,9.3,2.2,6.6,7.1,34,0.24,43.7
2025-01-07,MIL003,Milton Downtown Chicago,Chicago,USA,420,306,340.05,247.75,104055.3,8.9,2.9,6.3,7.0,35,0.29,37.1
2025-01-07,MIL004,Milton Hyde Park,London,UK,510,373,199.1,145.62,74264.3,9.0,2.1,7.2,5.8,29,0.24,36.6
2025-01-07,MIL005,Milton Shinjuku,Tokyo,Japan,680,401,256.57,151.3,102884.57,8.0,1.8,6.5,6.8,34,0.22,44.9
2025-01-07,MIL006,Milton Darling Harbour,Sydney,Australia,560,532,207.01,196.66,110129.32,9.0,3.1,10.0,6.2,36,0.22,44.5
2025-01-07,MIL007,Milton La Défense,Paris,France,480,382,236.96,188.58,90518.72,8.5,3.3,6.6,7.1,31,0.28,38.3
2025-01-07,MIL008,Milton Mitte,Berlin,Germany,390,299,319.75,245.14,95605.25,8.9,2.5,7.4,5.2,29,0.29,41.5
2025-01-07,MIL009,Milton Orchard Road,Singapore,Singapore,610,374,262.59,161.0,98208.66,9.9,1.4,7.6,5.2,34,0.27,38.7
2025-01-07,MIL010,Milton Union Square,San Francisco,USA,450,301,270.74,181.09,81492.74,8.0,1.6,8.2,6.3,36,0.24,37.7
2025-01-08,MIL001,Milton Times Square,New York,USA,650,477,211.62,155.3,100942.74,9.5,1.7,6.6,5.8,29,0.29,36.8
2025-01-08,MIL002,Milton Marina Bay,Singapore,Singapore,720,645,282.02,252.64,181902.9,9.4,1.9,7.8,6.5,29,0.29,40.3
2025-01-08,MIL003,Milton Downtown Chicago,Chicago,USA,420,329,332.71,260.62,109461.59,7.7,2.0,9.3,7.0,36,0.23,42.9
2025-01-08,MIL004,Milton Hyde Park,London,UK,510,270,217.17,114.97,58635.9,8.1,3.1,9.3,4.8,31,0.24,41.4
2025-01-08,MIL005,Milton Shinjuku,Tokyo,Japan,680,646,280.36,266.34,181112.56,8.6,2.7,10.1,6.1,31,0.25,42.8
2025-01-08,MIL006,Milton Darling Harbour,Sydney,Australia,560,483,303.14,261.46,146416.62,9.2,2.9,10.1,6.8,36,0.27,41.8
2025-01-08,MIL007,Milton La Défense,Paris,France,480,408,307.57,261.43,125488.56,9.1,1.3,7.9,4.8,35,0.29,37.6
2025-01-08,MIL008,Milton Mitte,Berlin,Germany,390,223,286.6,163.88,63911.8,8.4,2.5,8.6,6.2,30,0.24,44.5
2025-01-08,MIL009,Milton Orchard Road,Singapore,Singapore,610,447,271.34,198.83,121288.98,9.1,1.9,7.1,5.1,29,0.27,44.2
2025-01-08,MIL010,Milton Union Square,San Francisco,USA,450,293,220.8,143.77,64694.4,8.5,1.5,10.2,6.1,32,0.29,40.6
2025-01-09,MIL001,Milton Times Square,New York,USA,650,558,258.38,221.81,144176.04,7.3,2.5,10.4,7.4,35,0.26,43.9
2025-01-09,MIL002,Milton Marina Bay,Singapore,Singapore,720,521,342.89,248.12,178645.69,8.1,1.6,9.0,5.3,35,0.25,39.6
2025-01-09,MIL003,Milton Downtown Chicago,Chicago,USA,420,307,330.14,241.32,101352.98,9.1,1.5,8.2,7.3,36,0.3,43.7
2025-01-09,MIL004,Milton Hyde Park,London,UK,510,420,218.02,179.55,91568.4,8.4,1.7,7.0,4.7,37,0.26,36.9
2025-01-09,MIL005,Milton Shinjuku,Tokyo,Japan,680,479,310.92,219.02,148930.68,9.4,1.8,8.6,4.5,30,0.23,36.7
2025-01-09,MIL006,Milton Darling Harbour,Sydney,Australia,560,470,363.09,304.74,170652.3,8.5,1.3,6.6,7.3,30,0.28,42.7
2025-01-09,MIL007,Milton La Défense,Paris,France,480,324,231.75,156.43,75087.0,8.9,2.1,8.2,6.9,33,0.3,42.0
2025-01-09,MIL008,Milton Mitte,Berlin,Germany,390,243,259.89,161.93,63153.27,7.8,3.1,7.0,6.7,28,0.3,42.0
2025-01-09,MIL009,Milton Orchard Road,Singapore,Singapore,610,465,225.54,171.93,104876.1,8.8,2.0,9.7,5.1,28,0.22,41.9
2025-01-09,MIL010,Milton Union Square,San Francisco,USA,450,354,362.33,285.03,128264.82,8.2,1.5,7.6,6.4,34,0.29,39.9
2025-01-10,MIL001,Milton Times Square,New York,USA,650,528,291.59,236.86,153959.52,8.1,2.5,8.7,6.8,35,0.26,41.3
2025-01-10,MIL002,Milton Marina Bay,Singapore,Singapore,720,573,230.22,183.22,131916.06,9.4,1.5,9.9,7.4,32,0.3,38.9
2025-01-10,MIL003,Milton Downtown Chicago,Chicago,USA,420,332,228.1,180.31,75729.2,8.9,1.2,6.1,6.7,36,0.24,40.2
2025-01-10,MIL004,Milton Hyde Park,London,UK,510,447,257.87,226.02,115267.89,9.0,1.5,10.1,6.0,31,0.23,40.1
2025-01-10,MIL005,Milton Shinjuku,Tokyo,Japan,680,582,302.49,258.9,176049.18,9.8,2.0,9.3,4.8,29,0.29,38.6
2025-01-10,MIL006,Milton Darling Harbour,Sydney,Australia,560,435,230.48,179.03,100258.8,8.6,2.3,10.1,6.9,28,0.24,37.7
2025-01-10,MIL007,Milton La Défense,Paris,France,480,361,286.44,215.43,103404.84,8.5,2.9,9.6,7.4,30,0.24,38.8
2025-01-10,MIL008,Milton Mitte,Berlin,Germany,390,208,320.8,171.09,66726.4,8.6,1.8,9.5,5.1,35,0.28,43.7
2025-01-10,MIL009,Milton Orchard Road,Singapore,Singapore,610,349,265.58,151.95,92687.42,8.3,1.5,9.8,5.7,33,0.29,37.2
2025-01-10,MIL010,Milton Union Square,San Francisco,USA,450,400,346.73,308.2,138692.0,9.8,3.2,7.5,5.7,33,0.23,40.2
2025-01-11,MIL001,Milton Times Square,New York,USA,650,418,247.11,158.91,103291.98,8.5,1.9,6.6,4.8,37,0.3,44.1
2025-01-11,MIL002,Milton Marina Bay,Singapore,Singapore,720,649,321.53,289.82,208672.97,8.6,3.1,7.3,6.3,37,0.24,42.0
2025-01-11,MIL003,Milton Downtown Chicago,Chicago,USA,420,303,349.93,252.45,106028.79,6.9,2.4,6.7,6.9,34,0.3,38.2
2025-01-11,MIL004,Milton Hyde Park,London,UK,510,363,241.53,171.91,87675.39,8.1,2.4,6.9,5.9,34,0.22,42.8
2025-01-11,MIL005,Milton Shinjuku,Tokyo,Japan,680,525,266.13,205.47,139718.25,8.4,2.7,9.3,5.4,35,0.23,44.9
2025-01-11,MIL006,Milton Darling Harbour,Sydney,Australia,560,516,208.34,191.97,107503.44,8.3,1.5,9.7,6.3,37,0.27,39.1
2025-01-11,MIL007,Milton La Défense,Paris,France,480,349,295.38,214.77,103087.62,8.2,1.9,7.7,6.2,30,0.27,37.2
2025-01-11,MIL008,Milton Mitte,Berlin,Germany,390,269,264.58,182.49,71172.02,9.2,2.8,7.3,5.0,37,0.26,40.3
2025-01-11,MIL009,Milton Orchard Road,Singapore,Singapore,610,487,220.62,176.13,107441.94,9.6,3.4,7.4,6.7,32,0.28,37.5
2025-01-11,MIL010,Milton Union Square,San Francisco,USA,450,364,223.15,180.5,81226.6,8.7,2.5,6.8,7.4,33,0.26,44.8
2025-01-12,MIL001,Milton Times Square,New York,USA,650,617,259.18,246.02,159914.06,8.7,1.4,9.5,7.1,31,0.29,40.3
2025-01-12,MIL002,Milton Marina Bay,Singapore,Singapore,720,555,174.78,134.73,97002.9,9.6,2.3,10.1,7.3,32,0.26,37.0
2025-01-12,MIL003,Milton Downtown Chicago,Chicago,USA,420,334,168.02,133.62,56118.68,8.9,2.8,8.9,5.8,35,0.25,40.2
2025-01-12,MIL004,Milton Hyde Park,London,UK,510,328,290.61,186.9,95320.08,7.8,2.2,7.0,5.4,30,0.29,40.7
2025-01-12,MIL005,Milton Shinjuku,Tokyo,Japan,680,567,268.52,223.9,152250.84,9.4,1.6,7.2,5.1,34,0.23,43.1
2025-01-12,MIL006,Milton Darling Harbour,Sydney,Australia,560,443,222.29,175.85,98474.47,8.2,1.8,9.4,7.3,37,0.23,38.4
2025-01-12,MIL007,Milton La Défense,Paris,France,480,425,329.22,291.5,139918.5,9.2,1.5,8.9,5.3,33,0.25,44.8
2025-01-12,MIL008,Milton Mitte,Berlin,Germany,390,289,279.83,207.36,80870.87,8.7,1.8,9.5,6.7,36,0.28,42.1
2025-01-12,MIL009,Milton Orchard Road,Singapore,Singapore,610,417,283.27,193.65,118123.59,8.0,1.3,9.5,4.7,30,0.25,37.2
2025-01-12,MIL010,Milton Union Square,San Francisco,USA,450,403,269.79,241.61,108725.37,9.1,3.2,9.1,7.5,33,0.22,37.4
2025-01-13,MIL001,Milton Times Square,New York,USA,650,392,306.17,184.64,120018.64,8.5,2.3,8.3,7.3,28,0.25,40.6
2025-01-13,MIL002,Milton Marina Bay,Singapore,Singapore,720,530,275.28,202.64,145898.4,8.3,2.4,8.1,6.5,30,0.25,37.5
2025-01-13,MIL003,Milton Downtown Chicago,Chicago,USA,420,231,279.11,153.51,64474.41,8.4,1.3,6.9,5.2,32,0.24,43.4
2025-01-13,MIL004,Milton Hyde Park,London,UK,510,379,363.28,269.97,137683.12,8.4,1.7,7.9,6.3,31,0.25,43.3
2025-01-13,MIL005,Milton Shinjuku,Tokyo,Japan,680,538,315.88,249.92,169943.44,8.9,1.3,8.5,6.6,33,0.29,38.7
2025-01-13,MIL006,Milton Darling Harbour,Sydney,Australia,560,463,268.16,221.71,124158.08,8.3,2.9,9.4,4.5,34,0.22,43.0
2025-01-13,MIL007,Milton La Défense,Paris,France,480,402,338.69,283.65,136153.38,9.8,1.3,9.7,5.1,32,0.26,43.0
2025-01-13,MIL008,Milton Mitte,Berlin,Germany,390,306,232.6,182.5,71175.6,8.1,2.7,7.9,5.4,34,0.23,43.1
2025-01-13,MIL009,Milton Orchard Road,Singapore,Singapore,610,387,265.48,168.43,102740.76,8.1,2.6,9.0,5.7,31,0.29,41.2
2025-01-13,MIL010,Milton Union Square,San Francisco,USA,450,339,223.02,168.01,75603.78,8.9,2.8,8.0,5.6,37,0.22,37.8
2025-01-14,MIL001,Milton Times Square,New York,USA,650,409,212.23,133.54,86802.07,7.2,3.0,9.5,6.8,31,0.25,42.5
2025-01-14,MIL002,Milton Marina Bay,Singapore,Singapore,720,581,313.17,252.71,181951.77,8.8,3.0,7.7,4.8,37,0.25,39.4
2025-01-14,MIL003,Milton Downtown Chicago,Chicago,USA,420,310,249.72,184.32,77413.2,7.7,1.8,7.6,5.3,36,0.27,43.5
2025-01-14,MIL004,Milton Hyde Park,London,UK,510,422,251.09,207.76,105959.98,9.4,2.3,10.4,7.0,35,0.27,40.2
2025-01-14,MIL005,Milton Shinjuku,Tokyo,Japan,680,534,263.94,207.27,140943.96,7.6,1.5,8.5,5.4,30,0.23,36.3
2025-01-14,MIL006,Milton Darling Harbour,Sydney,Australia,560,443,246.72,195.17,109296.96,8.8,3.2,7.0,6.8,36,0.28,43.9
2025-01-14,MIL007,Milton La Défense,Paris,France,480,388,253.4,204.83,98319.2,8.3,3.0,9.5,5.1,36,0.23,37.4
2025-01-14,MIL008,Milton Mitte,Berlin,Germany,390,300,232.68,178.98,69804.0,9.2,1.4,10.3,6.2,32,0.26,42.0
2025-01-14,MIL009,Milton Orchard Road,Singapore,Singapore,610,500,298.21,244.43,149105.0,8.2,2.1,8.6,6.4,30,0.3,37.1
2025-01-14,MIL010,Milton Union Square,San Francisco,USA,450,376,247.85,207.09,93191.6,8.5,2.9,6.2,7.5,37,0.23,39.6
2025-01-15,MIL001,Milton Times Square,New York,USA,650,480,200.58,148.12,96278.4,9.5,1.3,10.4,7.3,33,0.26,41.0
2025-01-15,MIL002,Milton Marina Bay,Singapore,Singapore,720,571,177.1,140.45,101124.1,8.7,2.3,7.3,6.6,34,0.25,38.8
2025-01-15,MIL003,Milton Downtown Chicago,Chicago,USA,420,342,293.93,239.34,100524.06,9.2,1.4,6.3,5.8,37,0.26,43.9
2025-01-15,MIL004,Milton Hyde Park,London,UK,510,473,272.36,252.6,128826.28,8.4,1.8,8.4,5.4,35,0.25,40.2
2025-01-15,MIL005,Milton Shinjuku,Tokyo,Japan,680,474,216.87,151.17,102796.38,8.8,1.5,7.2,6.1,30,0.27,36.1
2025-01-15,MIL006,Milton Darling Harbour,Sydney,Australia,560,364,297.36,193.28,108239.04,8.7,3.2,7.6,4.8,30,0.24,42.8
2025-01-15,MIL007,Milton La Défense,Paris,France,480,430,267.22,239.38,114904.6,9.6,1.9,8.7,6.4,35,0.28,38.5
2025-01-15,MIL008,Milton Mitte,Berlin,Germany,390,301,202.98,156.66,61096.98,8.4,2.9,7.2,5.7,36,0.25,38.6
2025-01-15,MIL009,Milton Orchard Road,Singapore,Singapore,610,481,261.32,206.06,125694.92,8.5,2.2,9.2,7.3,29,0.28,38.9
2025-01-15,MIL010,Milton Union Square,San Francisco,USA,450,313,247.29,172.0,77401.77,9.0,2.8,6.7,7.4,28,0.24,42.1
